transaction_id,sender_account,receiver_account,amount,timestamp
T1438,A1095,A1254,7318.19,2024-01-01 23:57:00
T1439,A1354,A1254,1352.78,2024-01-01 23:58:00
T1440,A1188,A1473,6714.71,2024-01-01 23:59:00
T1441,A1408,A1265,21021.78,2024-01-02 00:00:00
T1442,A1136,A1410,591.64,2024-01-02 00:01:00
T1443,A1042,A1372,6699.47,2024-01-02 00:02:00
T1444,A1217,A1040,3519.23,2024-01-02 00:03:00
T1445,A1220,A1308,12156.19,2024-01-02 00:04:00
T1446,A1421,A1092,1169.89,2024-01-02 00:05:00
T1447,A1279,A1150,7078.14,2024-01-02 00:06:00
T1448,A1164,A1052,10925.23,2024-01-02 00:07:00
T1449,A1040,A1167,17360.59,2024-01-02 00:08:00
T1450,A1338,A1151,6897.82,2024-01-02 00:09:00
T1451,A1156,A1228,4125.08,2024-01-02 00:10:00
T1452,A1308,A1367,5771.61,2024-01-02 00:11:00
T1453,A1218,A1085,12191.0,2024-01-02 00:12:00
T1454,A1353,A1227,5072.33,2024-01-02 00:13:00
T1455,A1179,A1228,185.15,2024-01-02 00:14:00
T1456,A1021,A1372,16037.43,2024-01-02 00:15:00
T1457,A1445,A1466,7017.95,2024-01-02 00:16:00
T1458,A1180,A1314,6771.59,2024-01-02 00:17:00
T1459,A1222,A1140,1457.59,2024-01-02 00:18:00
T1460,A1327,A1405,6453.22,2024-01-02 00:19:00
T1461,A1485,A1029,3003.91,2024-01-02 00:20:00
T1462,A1038,A1343,6320.11,2024-01-02 00:21:00
T1463,A1326,A1207,676.28,2024-01-02 00:22:00
T1464,A1186,A1262,6434.95,2024-01-02 00:23:00
T1465,A1410,A1383,44650.34,2024-01-02 00:24:00
T1466,A1347,A1081,296.48,2024-01-02 00:25:00
T1467,A1487,A1015,22679.18,2024-01-02 00:26:00
T1468,A1073,A1434,3134.43,2024-01-02 00:27:00
T1469,A1311,A1347,12276.2,2024-01-02 00:28:00
T1470,A1400,A1224,9150.18,2024-01-02 00:29:00
T1471,A1017,A1064,5022.33,2024-01-02 00:30:00
T1472,A1034,A1120,8046.76,2024-01-02 00:31:00
T1473,A1398,A1330,12647.81,2024-01-02 00:32:00
T1474,A1187,A1185,3106.5,2024-01-02 00:33:00
T1475,A1196,A1486,2376.36,2024-01-02 00:34:00
T1476,A1290,A1016,6608.38,2024-01-02 00:35:00
T1477,A1309,A1078,9896.75,2024-01-02 00:36:00
T1478,A1347,A1230,8620.1,2024-01-02 00:37:00
T1479,A1485,A1189,9591.39,2024-01-02 00:38:00
T1480,A1190,A1227,3431.77,2024-01-02 00:39:00
T1481,A1390,A1039,10217.03,2024-01-02 00:40:00
T1482,A1293,A1070,768.43,2024-01-02 00:41:00
T1483,A1271,A1187,4718.01,2024-01-02 00:42:00
T1484,A1203,A1160,34.65,2024-01-02 00:43:00
T1485,A1332,A1142,2354.58,2024-01-02 00:44:00
T1486,A1127,A1491,2738.61,2024-01-02 00:45:00
T1487,A1058,A1013,3026.8,2024-01-02 00:46:00
T1488,A1376,A1095,7133.86,2024-01-02 00:47:00
T1489,A1255,A1265,2951.61,2024-01-02 00:48:00
T1490,A1198,A1467,3572.79,2024-01-02 00:49:00
T1491,A1287,A1060,1627.26,2024-01-02 00:50:00
T1492,A1134,A1396,2803.26,2024-01-02 00:51:00
T1493,A1133,A1360,1546.95,2024-01-02 00:52:00
T1494,A1228,A1109,456.08,2024-01-02 00:53:00
T1495,A1313,A1146,5549.7,2024-01-02 00:54:00
T1496,A1355,A1469,6619.57,2024-01-02 00:55:00
T1497,A1251,A1102,5797.46,2024-01-02 00:56:00
T1498,A1062,A1069,3736.07,2024-01-02 00:57:00
T1499,A1436,A1037,2866.14,2024-01-02 00:58:00
T1500,A1231,A1088,11941.28,2024-01-02 00:59:00
T1501,A1460,A1365,4392.35,2024-01-02 01:00:00
T1502,A1227,A1044,3914.13,2024-01-02 01:01:00
T1503,A1414,A1349,155.86,2024-01-02 01:02:00
T1504,A1495,A1432,2504.45,2024-01-02 01:03:00
T1505,A1163,A1341,2870.11,2024-01-02 01:04:00
T1506,A1177,A1363,3053.19,2024-01-02 01:05:00
T1507,A1033,A1281,5207.47,2024-01-02 01:06:00
T1508,A1277,A1148,4576.3,2024-01-02 01:07:00
T1509,A1456,A1153,5617.51,2024-01-02 01:08:00
T1510,A1435,A1080,8686.04,2024-01-02 01:09:00
T1511,A1364,A1363,10059.42,2024-01-02 01:10:00
T1512,A1474,A1358,7597.71,2024-01-02 01:11:00
T1513,A1326,A1089,18676.79,2024-01-02 01:12:00
T1514,A1406,A1185,110.41,2024-01-02 01:13:00
T1515,A1260,A1114,1307.28,2024-01-02 01:14:00
T1516,A1062,A1102,45.55,2024-01-02 01:15:00
T1517,A1405,A1071,6255.8,2024-01-02 01:16:00
T1518,A1121,A1404,13698.49,2024-01-02 01:17:00
T1519,A1252,A1013,1674.18,2024-01-02 01:18:00
T1520,A1184,A1283,15706.61,2024-01-02 01:19:00
T1521,A1293,A1188,372.96,2024-01-02 01:20:00
T1522,A1239,A1411,16348.37,2024-01-02 01:21:00
T1523,A1282,A1066,2599.69,2024-01-02 01:22:00
T1524,A1313,A1452,641.64,2024-01-02 01:23:00
T1525,A1044,A1033,3991.7,2024-01-02 01:24:00
T1526,A1158,A1203,1780.55,2024-01-02 01:25:00
T1527,A1367,A1368,2011.77,2024-01-02 01:26:00
T1528,A1245,A1269,2202.86,2024-01-02 01:27:00
T1529,A1210,A1393,9748.1,2024-01-02 01:28:00
T1530,A1209,A1421,4648.24,2024-01-02 01:29:00
T1531,A1294,A1037,2237.76,2024-01-02 01:30:00
T1532,A1064,A1497,5654.79,2024-01-02 01:31:00
T1533,A1162,A1328,7555.87,2024-01-02 01:32:00
T1534,A1037,A1230,1909.87,2024-01-02 01:33:00
T1535,A1238,A1348,3202.0,2024-01-02 01:34:00
T1536,A1264,A1176,779.87,2024-01-02 01:35:00
T1537,A1065,A1449,1199.12,2024-01-02 01:36:00
T1538,A1424,A1399,6857.6,2024-01-02 01:37:00
T1539,A1282,A1327,1201.24,2024-01-02 01:38:00
T1540,A1300,A1093,4468.71,2024-01-02 01:39:00
T1541,A1393,A1494,7407.55,2024-01-02 01:40:00
T1542,A1066,A1221,678.19,2024-01-02 01:41:00
T1543,A1257,A1466,5026.43,2024-01-02 01:42:00
T1544,A1444,A1028,1778.83,2024-01-02 01:43:00
T1545,A1425,A1063,19769.18,2024-01-02 01:44:00
T1546,A1265,A1078,3964.61,2024-01-02 01:45:00
T1547,A1155,A1084,9839.15,2024-01-02 01:46:00
T1548,A1082,A1165,4794.07,2024-01-02 01:47:00
T1549,A1478,A1363,266.3,2024-01-02 01:48:00
T1550,A1115,A1177,6016.84,2024-01-02 01:49:00
T1551,A1485,A1481,18145.2,2024-01-02 01:50:00
T1552,A1265,A1458,5521.97,2024-01-02 01:51:00
T1553,A1145,A1433,10261.81,2024-01-02 01:52:00
T1554,A1040,A1128,12935.68,2024-01-02 01:53:00
T1555,A1100,A1325,1553.24,2024-01-02 01:54:00
T1556,A1489,A1282,1429.88,2024-01-02 01:55:00
T1557,A1140,A1064,5664.76,2024-01-02 01:56:00
T1558,A1320,A1155,3176.26,2024-01-02 01:57:00
T1559,A1314,A1273,10990.29,2024-01-02 01:58:00
T1560,A1047,A1257,13816.9,2024-01-02 01:59:00
T1561,A1328,A1086,2616.36,2024-01-02 02:00:00
T1562,A1303,A1482,1621.97,2024-01-02 02:01:00
T1563,A1297,A1078,9099.12,2024-01-02 02:02:00
T1564,A1087,A1337,1927.9,2024-01-02 02:03:00
T1565,A1319,A1368,10376.57,2024-01-02 02:04:00
T1566,A1461,A1309,3307.16,2024-01-02 02:05:00
T1567,A1172,A1431,6607.59,2024-01-02 02:06:00
T1568,A1473,A1288,602.47,2024-01-02 02:07:00
T1569,A1021,A1422,5866.75,2024-01-02 02:08:00
T1570,A1442,A1014,3606.34,2024-01-02 02:09:00
T1571,A1041,A1023,5300.16,2024-01-02 02:10:00
T1572,A1485,A1328,1103.64,2024-01-02 02:11:00
T1573,A1394,A1295,8010.73,2024-01-02 02:12:00
T1574,A1135,A1333,11917.77,2024-01-02 02:13:00
T1575,A1107,A1392,1465.74,2024-01-02 02:14:00
T1576,A1292,A1213,603.66,2024-01-02 02:15:00
T1577,A1316,A1327,143.53,2024-01-02 02:16:00
T1578,A1015,A1254,6162.86,2024-01-02 02:17:00
T1579,A1455,A1321,5605.11,2024-01-02 02:18:00
T1580,A1279,A1148,4747.17,2024-01-02 02:19:00
T1581,A1328,A1489,1583.38,2024-01-02 02:20:00
T1582,A1154,A1247,2974.7,2024-01-02 02:21:00
T1583,A1125,A1412,5415.46,2024-01-02 02:22:00
T1584,A1413,A1350,4120.21,2024-01-02 02:23:00
T1585,A1207,A1152,26430.8,2024-01-02 02:24:00
T1586,A1232,A1037,880.15,2024-01-02 02:25:00
T1587,A1352,A1030,7127.51,2024-01-02 02:26:00
T1588,A1080,A1225,3108.3,2024-01-02 02:27:00
T1589,A1212,A1247,3353.79,2024-01-02 02:28:00
T1590,A1237,A1104,7586.54,2024-01-02 02:29:00
T1591,A1174,A1310,7074.44,2024-01-02 02:30:00
T1592,A1073,A1160,28436.32,2024-01-02 02:31:00
T1593,A1441,A1367,824.51,2024-01-02 02:32:00
T1594,A1163,A1375,659.62,2024-01-02 02:33:00
T1595,A1440,A1176,7731.5,2024-01-02 02:34:00
T1596,A1499,A1204,5182.0,2024-01-02 02:35:00
T1597,A1066,A1389,1922.56,2024-01-02 02:36:00
T1598,A1189,A1263,496.5,2024-01-02 02:37:00
T1599,A1287,A1054,537.31,2024-01-02 02:38:00
T1600,A1163,A1123,13476.71,2024-01-02 02:39:00
T1601,A1238,A1062,1278.17,2024-01-02 02:40:00
T1602,A1136,A1230,2343.8,2024-01-02 02:41:00
T1603,A1126,A1072,1542.19,2024-01-02 02:42:00
T1604,A1049,A1025,2631.0,2024-01-02 02:43:00
T1605,A1148,A1484,431.71,2024-01-02 02:44:00
T1606,A1196,A1442,4392.07,2024-01-02 02:45:00
T1607,A1315,A1214,420.04,2024-01-02 02:46:00
T1608,A1127,A1492,9667.33,2024-01-02 02:47:00
T1609,A1443,A1461,1597.18,2024-01-02 02:48:00
T1610,A1081,A1416,4659.33,2024-01-02 02:49:00
T1611,A1167,A1478,12725.54,2024-01-02 02:50:00
T1612,A1295,A1369,6313.99,2024-01-02 02:51:00
T1613,A1160,A1097,4568.01,2024-01-02 02:52:00
T1614,A1390,A1081,2352.34,2024-01-02 02:53:00
T1615,A1255,A1263,2429.81,2024-01-02 02:54:00
T1616,A1239,A1255,6642.65,2024-01-02 02:55:00
T1617,A1450,A1157,30836.98,2024-01-02 02:56:00
T1618,A1254,A1011,6505.4,2024-01-02 02:57:00
T1619,A1046,A1483,4895.73,2024-01-02 02:58:00
T1620,A1201,A1258,7870.47,2024-01-02 02:59:00
T1621,A1234,A1494,3755.24,2024-01-02 03:00:00
T1622,A1123,A1110,372.16,2024-01-02 03:01:00
T1623,A1298,A1180,4957.29,2024-01-02 03:02:00
T1624,A1024,A1025,18967.22,2024-01-02 03:03:00
T1625,A1144,A1253,1156.43,2024-01-02 03:04:00
T1626,A1305,A1451,7027.19,2024-01-02 03:05:00
T1627,A1431,A1334,1345.87,2024-01-02 03:06:00
T1628,A1344,A1240,4605.0,2024-01-02 03:07:00
T1629,A1146,A1274,610.05,2024-01-02 03:08:00
T1630,A1004,A1433,3591.07,2024-01-02 03:09:00
T1631,A1055,A1220,8467.54,2024-01-02 03:10:00
T1632,A1068,A1451,2562.32,2024-01-02 03:11:00
T1633,A1135,A1372,6560.17,2024-01-02 03:12:00
T1634,A1187,A1391,9521.66,2024-01-02 03:13:00
T1635,A1206,A1187,15718.41,2024-01-02 03:14:00
T1636,A1023,A1205,1604.47,2024-01-02 03:15:00
T1637,A1026,A1291,3058.12,2024-01-02 03:16:00
T1638,A1287,A1099,992.19,2024-01-02 03:17:00
T1639,A1185,A1283,29343.93,2024-01-02 03:18:00
T1640,A1147,A1037,15703.85,2024-01-02 03:19:00
T1641,A1197,A1258,4658.61,2024-01-02 03:20:00
T1642,A1230,A1391,11072.23,2024-01-02 03:21:00
T1643,A1281,A1143,4415.8,2024-01-02 03:22:00
T1644,A1422,A1319,5862.39,2024-01-02 03:23:00
T1645,A1348,A1312,560.09,2024-01-02 03:24:00
T1646,A1060,A1065,8445.61,2024-01-02 03:25:00
T1647,A1499,A1049,819.82,2024-01-02 03:26:00
T1648,A1201,A1191,10494.53,2024-01-02 03:27:00
T1649,A1406,A1173,9140.33,2024-01-02 03:28:00
T1650,A1285,A1480,7401.33,2024-01-02 03:29:00
T1651,A1187,A1386,220.98,2024-01-02 03:30:00
T1652,A1073,A1101,2166.92,2024-01-02 03:31:00
T1653,A1308,A1260,1831.92,2024-01-02 03:32:00
T1654,A1205,A1256,2679.0,2024-01-02 03:33:00
T1655,A1020,A1023,550.34,2024-01-02 03:34:00
T1656,A1019,A1070,16583.71,2024-01-02 03:35:00
T1657,A1365,A1170,4841.96,2024-01-02 03:36:00
T1658,A1411,A1242,2187.59,2024-01-02 03:37:00
T1659,A1265,A1233,3034.84,2024-01-02 03:38:00
T1660,A1076,A1310,3556.58,2024-01-02 03:39:00
T1661,A1457,A1263,5506.67,2024-01-02 03:40:00
T1662,A1071,A1167,4350.05,2024-01-02 03:41:00
T1663,A1476,A1313,15108.94,2024-01-02 03:42:00
T1664,A1163,A1083,4122.56,2024-01-02 03:43:00
T1665,A1201,A1315,29089.58,2024-01-02 03:44:00
T1666,A1378,A1431,11439.99,2024-01-02 03:45:00
T1667,A1153,A1303,1403.03,2024-01-02 03:46:00
T1668,A1172,A1259,16006.8,2024-01-02 03:47:00
T1669,A1424,A1260,742.28,2024-01-02 03:48:00
T1670,A1272,A1250,10204.38,2024-01-02 03:49:00
T1671,A1362,A1288,2874.25,2024-01-02 03:50:00
T1672,A1153,A1243,12621.14,2024-01-02 03:51:00
T1673,A1417,A1008,12152.3,2024-01-02 03:52:00
T1674,A1188,A1169,9837.08,2024-01-02 03:53:00
T1675,A1344,A1056,9364.76,2024-01-02 03:54:00
T1676,A1213,A1298,2180.29,2024-01-02 03:55:00
T1677,A1157,A1407,506.29,2024-01-02 03:56:00
T1678,A1460,A1371,3094.83,2024-01-02 03:57:00
T1679,A1446,A1352,1143.51,2024-01-02 03:58:00
T1680,A1322,A1013,7123.7,2024-01-02 03:59:00
T1681,A1305,A1242,2548.8,2024-01-02 04:00:00
T1682,A1135,A1495,22281.54,2024-01-02 04:01:00
T1683,A1335,A1400,6146.13,2024-01-02 04:02:00
T1684,A1497,A1397,10372.05,2024-01-02 04:03:00
T1685,A1296,A1295,853.01,2024-01-02 04:04:00
T1686,A1116,A1369,11883.64,2024-01-02 04:05:00
T1687,A1026,A1298,15364.81,2024-01-02 04:06:00
T1688,A1245,A1087,4005.6,2024-01-02 04:07:00
T1689,A1268,A1322,5592.28,2024-01-02 04:08:00
T1690,A1369,A1317,8684.16,2024-01-02 04:09:00
T1691,A1396,A1430,1153.06,2024-01-02 04:10:00
T1692,A1194,A1075,4189.76,2024-01-02 04:11:00
T1693,A1420,A1348,3051.6,2024-01-02 04:12:00
T1694,A1124,A1016,949.57,2024-01-02 04:13:00
T1695,A1293,A1485,2748.78,2024-01-02 04:14:00
T1696,A1358,A1056,423.64,2024-01-02 04:15:00
T1697,A1097,A1009,156.91,2024-01-02 04:16:00
T1698,A1225,A1160,871.31,2024-01-02 04:17:00
T1699,A1214,A1077,19799.72,2024-01-02 04:18:00
T1700,A1211,A1353,4784.78,2024-01-02 04:19:00
T1701,A1104,A1210,20257.07,2024-01-02 04:20:00
T1702,A1256,A1396,3399.06,2024-01-02 04:21:00
T1703,A1313,A1471,2242.2,2024-01-02 04:22:00
T1704,A1241,A1446,4233.04,2024-01-02 04:23:00
T1705,A1434,A1376,3473.68,2024-01-02 04:24:00
T1706,A1372,A1031,670.05,2024-01-02 04:25:00
T1707,A1361,A1070,6143.7,2024-01-02 04:26:00
T1708,A1265,A1106,1460.37,2024-01-02 04:27:00
T1709,A1287,A1166,5799.0,2024-01-02 04:28:00
T1710,A1339,A1244,6302.38,2024-01-02 04:29:00
T1711,A1269,A1192,989.42,2024-01-02 04:30:00
T1712,A1160,A1489,379.87,2024-01-02 04:31:00
T1713,A1088,A1235,9105.57,2024-01-02 04:32:00
T1714,A1467,A1272,3694.9,2024-01-02 04:33:00
T1715,A1175,A1279,359.54,2024-01-02 04:34:00
T1716,A1181,A1346,31631.59,2024-01-02 04:35:00
T1717,A1395,A1444,357.1,2024-01-02 04:36:00
T1718,A1369,A1348,7125.35,2024-01-02 04:37:00
T1719,A1329,A1411,24691.79,2024-01-02 04:38:00
T1720,A1354,A1135,1640.15,2024-01-02 04:39:00
T1721,A1312,A1247,920.65,2024-01-02 04:40:00
T1722,A1098,A1490,776.45,2024-01-02 04:41:00
T1723,A1126,A1142,2168.19,2024-01-02 04:42:00
T1724,A1285,A1152,639.14,2024-01-02 04:43:00
T1725,A1115,A1482,7069.08,2024-01-02 04:44:00
T1726,A1498,A1152,385.9,2024-01-02 04:45:00
T1727,A1394,A1147,4273.03,2024-01-02 04:46:00
T1728,A1360,A1106,34277.28,2024-01-02 04:47:00
T1729,A1353,A1360,10091.09,2024-01-02 04:48:00
T1730,A1250,A1162,5730.49,2024-01-02 04:49:00
T1731,A1245,A1178,2193.89,2024-01-02 04:50:00
T1732,A1286,A1478,5867.33,2024-01-02 04:51:00
T1733,A1478,A1407,4492.49,2024-01-02 04:52:00
T1734,A1369,A1140,3331.63,2024-01-02 04:53:00
T1735,A1147,A1062,840.47,2024-01-02 04:54:00
T1736,A1293,A1346,13061.23,2024-01-02 04:55:00
T1737,A1278,A1194,3584.67,2024-01-02 04:56:00
T1738,A1458,A1202,1298.67,2024-01-02 04:57:00
T1739,A1419,A1176,2750.91,2024-01-02 04:58:00
T1740,A1488,A1395,3207.94,2024-01-02 04:59:00
T1741,A1411,A1074,10545.47,2024-01-02 05:00:00
T1742,A1148,A1021,7936.86,2024-01-02 05:01:00
T1743,A1147,A1489,8799.95,2024-01-02 05:02:00
T1744,A1365,A1040,66.56,2024-01-02 05:03:00
T1745,A1177,A1473,3228.71,2024-01-02 05:04:00
T1746,A1226,A1335,3939.09,2024-01-02 05:05:00
T1747,A1131,A1382,116.27,2024-01-02 05:06:00
T1748,A1245,A1109,1805.12,2024-01-02 05:07:00
T1749,A1103,A1423,8569.95,2024-01-02 05:08:00
T1750,A1275,A1138,884.81,2024-01-02 05:09:00
T1751,A1477,A1287,4598.31,2024-01-02 05:10:00
T1752,A1356,A1139,1453.97,2024-01-02 05:11:00
T1753,A1070,A1055,73.17,2024-01-02 05:12:00
T1754,A1315,A1379,1656.11,2024-01-02 05:13:00
T1755,A1300,A1122,22346.73,2024-01-02 05:14:00
T1756,A1124,A1025,9702.92,2024-01-02 05:15:00
T1757,A1342,A1463,19250.09,2024-01-02 05:16:00
T1758,A1271,A1115,4014.87,2024-01-02 05:17:00
T1759,A1326,A1119,697.42,2024-01-02 05:18:00
T1760,A1026,A1051,4763.9,2024-01-02 05:19:00
T1761,A1211,A1169,3634.97,2024-01-02 05:20:00
T1762,A1367,A1241,11161.15,2024-01-02 05:21:00
T1763,A1051,A1348,619.39,2024-01-02 05:22:00
T1764,A1394,A1070,4019.41,2024-01-02 05:23:00
T1765,A1002,A1493,975.46,2024-01-02 05:24:00
T1766,A1281,A1475,2355.38,2024-01-02 05:25:00
T1767,A1080,A1208,8021.76,2024-01-02 05:26:00
T1768,A1334,A1478,3877.79,2024-01-02 05:27:00
T1769,A1450,A1449,2828.56,2024-01-02 05:28:00
T1770,A1243,A1244,3009.97,2024-01-02 05:29:00
T1771,A1333,A1102,3690.97,2024-01-02 05:30:00
T1772,A1387,A1493,9223.17,2024-01-02 05:31:00
T1773,A1147,A1164,13358.45,2024-01-02 05:32:00
T1774,A1146,A1330,18651.35,2024-01-02 05:33:00
T1775,A1030,A1464,9276.06,2024-01-02 05:34:00
T1776,A1393,A1045,2273.58,2024-01-02 05:35:00
T1777,A1333,A1293,6991.1,2024-01-02 05:36:00
T1778,A1118,A1273,3453.28,2024-01-02 05:37:00
T1779,A1378,A1370,1763.57,2024-01-02 05:38:00
T1780,A1435,A1479,11028.26,2024-01-02 05:39:00
T1781,A1019,A1467,235.1,2024-01-02 05:40:00
T1782,A1471,A1089,13922.17,2024-01-02 05:41:00
T1783,A1213,A1451,3713.56,2024-01-02 05:42:00
T1784,A1428,A1090,6083.45,2024-01-02 05:43:00
T1785,A1478,A1470,6461.47,2024-01-02 05:44:00
T1786,A1018,A1428,13529.5,2024-01-02 05:45:00
T1787,A1203,A1403,6074.66,2024-01-02 05:46:00
T1788,A1253,A1095,5710.48,2024-01-02 05:47:00
T1789,A1479,A1383,413.86,2024-01-02 05:48:00
T1790,A1492,A1446,4383.95,2024-01-02 05:49:00
T1791,A1474,A1148,976.31,2024-01-02 05:50:00
T1792,A1448,A1019,8023.51,2024-01-02 05:51:00
T1793,A1004,A1152,4307.37,2024-01-02 05:52:00
T1794,A1290,A1308,6840.88,2024-01-02 05:53:00
T1795,A1054,A1475,255.4,2024-01-02 05:54:00
T1796,A1171,A1145,531.62,2024-01-02 05:55:00
T1797,A1232,A1328,7559.52,2024-01-02 05:56:00
T1798,A1278,A1268,448.89,2024-01-02 05:57:00
T1799,A1252,A1455,443.54,2024-01-02 05:58:00
T1800,A1480,A1068,73.09,2024-01-02 05:59:00
T1801,A1435,A1258,18810.16,2024-01-02 06:00:00
T1802,A1239,A1139,8025.22,2024-01-02 06:01:00
T1803,A1098,A1414,2614.79,2024-01-02 06:02:00
T1804,A1057,A1169,2110.43,2024-01-02 06:03:00
T1805,A1083,A1374,2581.96,2024-01-02 06:04:00
T1806,A1234,A1331,8940.7,2024-01-02 06:05:00
T1807,A1131,A1367,6497.09,2024-01-02 06:06:00
T1808,A1095,A1007,1228.84,2024-01-02 06:07:00
T1809,A1377,A1172,1147.76,2024-01-02 06:08:00
T1810,A1404,A1151,621.48,2024-01-02 06:09:00
T1811,A1290,A1345,6478.2,2024-01-02 06:10:00
T1812,A1387,A1098,8673.02,2024-01-02 06:11:00
T1813,A1089,A1312,1847.69,2024-01-02 06:12:00
T1814,A1438,A1327,127.0,2024-01-02 06:13:00
T1815,A1459,A1207,514.47,2024-01-02 06:14:00
T1816,A1423,A1218,20625.93,2024-01-02 06:15:00
T1817,A1263,A1167,2101.13,2024-01-02 06:16:00
T1818,A1044,A1205,8797.82,2024-01-02 06:17:00
T1819,A1342,A1048,5879.6,2024-01-02 06:18:00
T1820,A1094,A1071,2887.01,2024-01-02 06:19:00
T1821,A1244,A1165,1381.67,2024-01-02 06:20:00
T1822,A1479,A1127,776.46,2024-01-02 06:21:00
T1823,A1003,A1133,5727.27,2024-01-02 06:22:00
T1824,A1196,A1120,8940.17,2024-01-02 06:23:00
T1825,A1228,A1385,6195.33,2024-01-02 06:24:00
T1826,A1136,A1488,4533.99,2024-01-02 06:25:00
T1827,A1168,A1154,257.14,2024-01-02 06:26:00
T1828,A1298,A1370,20744.47,2024-01-02 06:27:00
T1829,A1293,A1005,9618.18,2024-01-02 06:28:00
T1830,A1133,A1334,2078.84,2024-01-02 06:29:00
T1831,A1184,A1354,23463.24,2024-01-02 06:30:00
T1832,A1120,A1031,5526.03,2024-01-02 06:31:00
T1833,A1341,A1060,5239.71,2024-01-02 06:32:00
T1834,A1238,A1157,8271.7,2024-01-02 06:33:00
T1835,A1081,A1207,10020.54,2024-01-02 06:34:00
T1836,A1351,A1257,6411.04,2024-01-02 06:35:00
T1837,A1472,A1458,822.45,2024-01-02 06:36:00
T1838,A1454,A1360,2477.36,2024-01-02 06:37:00
T1839,A1394,A1159,15793.51,2024-01-02 06:38:00
T1840,A1353,A1060,1526.38,2024-01-02 06:39:00
T1841,A1327,A1469,2792.89,2024-01-02 06:40:00
T1842,A1481,A1151,3394.62,2024-01-02 06:41:00
T1843,A1188,A1314,3472.54,2024-01-02 06:42:00
T1844,A1113,A1112,5695.05,2024-01-02 06:43:00
T1845,A1490,A1068,17196.21,2024-01-02 06:44:00
T1846,A1244,A1078,1652.09,2024-01-02 06:45:00
T1847,A1232,A1382,777.25,2024-01-02 06:46:00
T1848,A1310,A1191,1319.92,2024-01-02 06:47:00
T1849,A1212,A1359,13078.22,2024-01-02 06:48:00
T1850,A1281,A1467,6227.54,2024-01-02 06:49:00
T1851,A1241,A1387,2020.45,2024-01-02 06:50:00
T1852,A1275,A1410,10155.19,2024-01-02 06:51:00
T1853,A1340,A1422,11855.68,2024-01-02 06:52:00
T1854,A1111,A1390,11244.89,2024-01-02 06:53:00
T1855,A1126,A1348,15074.4,2024-01-02 06:54:00
T1856,A1386,A1305,1744.05,2024-01-02 06:55:00
T1857,A1447,A1403,8440.01,2024-01-02 06:56:00
T1858,A1041,A1269,3703.11,2024-01-02 06:57:00
T1859,A1228,A1270,11070.91,2024-01-02 06:58:00
T1860,A1360,A1185,7822.55,2024-01-02 06:59:00
T1861,A1039,A1469,8988.65,2024-01-02 07:00:00
T1862,A1288,A1057,6405.51,2024-01-02 07:01:00
T1863,A1031,A1424,1171.92,2024-01-02 07:02:00
T1864,A1280,A1462,4725.1,2024-01-02 07:03:00
T1865,A1258,A1103,25067.56,2024-01-02 07:04:00
T1866,A1293,A1274,16624.8,2024-01-02 07:05:00
T1867,A1076,A1084,264.8,2024-01-02 07:06:00
T1868,A1167,A1437,1080.61,2024-01-02 07:07:00
T1869,A1266,A1226,847.51,2024-01-02 07:08:00
T1870,A1059,A1348,7767.32,2024-01-02 07:09:00
T1871,A1105,A1367,10215.42,2024-01-02 07:10:00
T1872,A1298,A1250,1441.06,2024-01-02 07:11:00
T1873,A1046,A1460,4229.53,2024-01-02 07:12:00
T1874,A1261,A1228,11021.91,2024-01-02 07:13:00
T1875,A1414,A1028,7918.58,2024-01-02 07:14:00
T1876,A1232,A1067,4688.42,2024-01-02 07:15:00
T1877,A1262,A1212,5354.68,2024-01-02 07:16:00
T1878,A1233,A1288,4260.06,2024-01-02 07:17:00
T1879,A1029,A1286,2119.07,2024-01-02 07:18:00
T1880,A1236,A1344,4994.76,2024-01-02 07:19:00
T1881,A1413,A1157,7005.56,2024-01-02 07:20:00
T1882,A1370,A1011,12396.68,2024-01-02 07:21:00
T1883,A1202,A1130,6068.41,2024-01-02 07:22:00
T1884,A1418,A1001,8590.8,2024-01-02 07:23:00
T1885,A1381,A1111,1046.63,2024-01-02 07:24:00
T1886,A1296,A1037,3714.45,2024-01-02 07:25:00
T1887,A1023,A1216,56.25,2024-01-02 07:26:00
T1888,A1176,A1358,1699.58,2024-01-02 07:27:00
T1889,A1032,A1277,7777.88,2024-01-02 07:28:00
T1890,A1030,A1478,28829.01,2024-01-02 07:29:00
T1891,A1457,A1035,626.69,2024-01-02 07:30:00
T1892,A1478,A1241,3079.92,2024-01-02 07:31:00
T1893,A1016,A1146,9658.76,2024-01-02 07:32:00
T1894,A1209,A1092,1369.21,2024-01-02 07:33:00
T1895,A1393,A1069,4859.23,2024-01-02 07:34:00
T1896,A1392,A1328,7924.64,2024-01-02 07:35:00
T1897,A1373,A1330,5742.45,2024-01-02 07:36:00
T1898,A1493,A1215,1249.71,2024-01-02 07:37:00
T1899,A1191,A1456,2634.61,2024-01-02 07:38:00
T1900,A1195,A1229,9189.08,2024-01-02 07:39:00
T1901,A1445,A1469,4847.67,2024-01-02 07:40:00
T1902,A1464,A1193,31.46,2024-01-02 07:41:00
T1903,A1192,A1041,8587.52,2024-01-02 07:42:00
T1904,A1349,A1493,215.7,2024-01-02 07:43:00
T1905,A1338,A1447,8216.24,2024-01-02 07:44:00
